UKB Entry	SNOMED CT ID	SNOMED CT CONCEPT ID	SNOMED CT DESCRIPTION
bacticlor mr 375mg m/r tablet	7681601000001111	3974901000001103	bacticlor mr 375mg m/r tablet
bactrim 480mg dispersible tablet	4688701000001115	751301000001100	bactrim 480mg dispersible tablet
bactrim 480mg tablet	4232801000001119	42301000001107	bactrim 480mg tablet
bactrim 480mg/5ml intravenous infusion	5839801000001111	1976801000001105	bactrim 480mg/5ml intravenous infusion
bactrim 960mg tablet	4435301000001118	361901000001108	bactrim 960mg tablet
bactrim 960mg/3ml intramuscular injection	4794601000001113	892301000001101	bactrim 960mg/3ml intramuscular injection
bactrim adult suspension	4578801000001114	582901000001102	bactrim adult suspension
bactrim paediatric 120mg tablet	5839701000001119	1976701000001101	bactrim paediatric 120mg tablet
bactrim paediatric s/f syrup	4722101000001116	803101000001107	bactrim paediatric s/f syrup
bactroban 2% cream	11339101000001118	3720201000001108	bactroban 2% cream
bactroban 2% nasal ointment	10839301000001112	2426101000001102	bactroban 2% nasal ointment
bactroban ointment	10344001000001111	676501000001108	bactroban ointment
balgifen 10mg tablet	6319901000001114	2497501000001102	balgifen 10mg tablet
balmosa cream	10782601000001117	745501000001108	balmosa cream
balneum bath oil	10258901000001114	233701000001106	balneum bath oil
balneum plus bath oil	10259001000001116	304601000001103	balneum plus bath oil
balneum plus cream	11087101000001116	2912701000001109	balneum plus cream
balneum with tar bath oil	10259101000001115	374601000001106	balneum with tar bath oil
balsalazide disodium	14626201000001118	3515011000001104	balsalazide disodium
baltar shampoo	10373101000001111	627701000001100	baltar shampoo
bambec 10mg tablet	4479801000001112	432301000001100	bambec 10mg tablet
bambuterol	107795801000001111	349923005	bambuterol
banocide 50mg tablet	5845801000001112	1982801000001102	banocide 50mg tablet
baratol 25mg tablet	4663401000001117	711701000001106	baratol 25mg tablet
barquinol-hc cream	10521901000001111	1912401000001101	barquinol-hc cream
bath e45 bath oil	10259201000001110	445001000001105	bath e45 bath oil
baxan 125mg/5ml suspension	4704001000001115	774901000001103	baxan 125mg/5ml suspension
baxan 250mg/5ml suspension	4730701000001116	816301000001101	baxan 250mg/5ml suspension
baxan 500mg capsule	4489801000001119	448101000001100	baxan 500mg capsule
baxan 500mg/5ml suspension	4244901000001119	63201000001102	baxan 500mg/5ml suspension
baycaron 25mg tablet	4249201000001111	70301000001107	baycaron 25mg tablet
bayolin ointment	10501601000001112	1904901000001102	bayolin ointment
baypen 1g injection	5832501000001115	1969401000001109	baypen 1g injection
baypen 2g injection	5832601000001116	1969501000001108	baypen 2g injection
baypen 500mg injection	5832401000001119	1969301000001101	baypen 500mg injection
baypen 5g infusion	4791001000001115	888401000001107	baypen 5g infusion
baypen 5g injection	5832701000001114	1969601000001107	baypen 5g injection
bazuka extra strength gel	11275301000001113	3446001000001106	bazuka extra strength gel
bazuka gel	11089601000001119	2934401000001103	bazuka gel
bc-500 tablet	4983801000001119	1118801000001104	bc-500 tablet
bc-500 with iron tablet	4811301000001115	911301000001104	bc-500 with iron tablet
bdp 50micrograms spacehaler	8005101000001119	2776201000001103	bdp 50micrograms spacehaler
beclamide	108196601000001119	322860003	beclamide
beclazone 50 inhaler	4730301000001115	815801000001102	beclazone 50 inhaler
beclo-aqua 50 nasal spray	7107501000001117	3340101000001103	beclo-aqua 50 nasal spray
becloforte 250micrograms inhaler	4244601000001114	62601000001106	becloforte 250micrograms inhaler
beclometasone	105034401000001116	1389007	beclometasone
beclomist 50micrograms nasal spray	7160901000001111	3400501000001108	beclomist 50micrograms nasal spray
becodisks 100micrograms disks+diskhaler	10286701000001118	262201000001100	becodisks 100micrograms disks+diskhaler
beconase 50micrograms nasal spray	4372401000001113	262501000001102	beconase 50micrograms nasal spray
becosym forte tablet	4345701000001110	220801000001108	becosym forte tablet
becosym tablet	4297201000001113	145201000001103	becosym tablet
becotide 50 inhaler	4613601000001115	634401000001103	becotide 50 inhaler
bedranol 10mg tablet	5788901000001115	1925501000001100	bedranol 10mg tablet
beechams all in one syrup	13152701000001110	4444901000001104	beechams all in one syrup
beechams powder	6216201000001116	2371401000001107	beechams powder
bellocarb tablet	4755801000001117	847601000001102	bellocarb tablet
bemiparin	107833501000001115	410965002	bemiparin
benadon 20mg tablet	4635101000001117	667301000001108	benadon 20mg tablet
benadryl 25mg capsule	5804801000001116	1941501000001101	benadryl 25mg capsule
benadryl allergy relief 8mg capsule	7072201000001119	3301501000001107	benadryl allergy relief 8mg capsule
benadryl one a day 10mg tablet	12512501000001112	4127101000001107	benadryl one a day 10mg tablet
benadryl plus capsule	7584601000001119	3871601000001100	benadryl plus capsule
benadryl skin allergy relief cream	11341001000001117	3728001000001100	benadryl skin allergy relief cream
bendogen 10mg tablet	4435501000001113	362201000001106	bendogen 10mg tablet
bendroflumethiazide	107631201000001112	91135008	bendroflumethiazide
bendroflumethiazide+potassium 2.5mg/7.7mmol m/r tablet	61201301000001110	92801000001107	bendroflumethiazide+potassium 2.5mg/7.7mmol m/r tablet
benemid 500mg tablet	4571701000001111	571901000001100	benemid 500mg tablet
benerva 3mg tablet	5865301000001114	2002301000001103	benerva 3mg tablet
benethamine penicillin	108205401000001110	323402006	benethamine penicillin
bengue's balsam cream	10782701000001110	823601000001109	bengue's balsam cream
bengue's balsam sg cream	10782801000001118	33201000001106	bengue's balsam sg cream
benoral 750mg tablet	4249301000001119	70501000001100	benoral 750mg tablet
benorilate	107801401000001111	354058001	benorilate
benoxyl 10 lotion	10324601000001117	587101000001103	benoxyl 10 lotion
benoxyl 5 cream	10271901000001118	104701000001101	benoxyl 5 cream
benoxyl 5 lotion	10324801000001118	657301000001100	benoxyl 5 lotion
benoxyl-10+sulphur cream	10504301000001115	1127401000001108	benoxyl-10+sulphur cream
benoxyl-5+sulphur cream	10504401000001111	837101000001107	benoxyl-5+sulphur cream
benperidol	107701001000001116	321391002	benperidol
benquil 250micrograms tablet	12514801000001115	4179301000001104	benquil 250micrograms tablet
bentex 2mg tablet	5825901000001116	1962801000001100	bentex 2mg tablet
benylin cough & congestion syrup	13332001000001119	4462701000001102	benylin cough & congestion syrup
benylin day & night tablet	13110001000001117	4397901000001108	benylin day & night tablet
benylin decongestant syrup	5809501000001115	1946201000001108	benylin decongestant syrup
benylin four flu oral liquid	13137201000001115	4428301000001109	benylin four flu oral liquid
benylin four flu tablet	13157501000001118	4449701000001100	benylin four flu tablet
benylin with codeine syrup	4432401000001117	356801000001100	benylin with codeine syrup
benzagel 10 gel	10301701000001117	556701000001107	benzagel 10 gel
benzagel 5% gel	4894301000001116	1003601000001102	benzagel 5% gel
benzamycin topical gel	6174501000001115	2321901000001102	benzamycin topical gel
benzatropine	108082101000001119	77390008	benzatropine
benzoyl peroxide+clindamycin	13135101000001117	4426101000001108	benzoyl peroxide+clindamycin
benzoyl peroxide+miconazole nitrate 5%/2% cream	4547401000001112	535401000001109	benzoyl peroxide+miconazole nitrate 5%/2% cream
benztrone 1mg/1ml injection	5848801000001119	1985801000001105	benztrone 1mg/1ml injection
benzydamine	107797101000001113	350307000	benzydamine
benzylpenicillin	108082201000001114	78507004	benzylpenicillin
beojex 1.72g suppository	5783901000001114	1920501000001106	beojex 1.72g suppository
bephenium	108210201000001116	324989001	bephenium
berkamil 5mg tablet	4525901000001111	502201000001108	berkamil 5mg tablet
berkaprine 50mg tablet	4572001000001117	572201000001102	berkaprine 50mg tablet
berkatens 40mg tablet	4618801000001110	642501000001106	berkatens 40mg tablet
berkmycen 250mg tablet	4249501000001114	70701000001106	berkmycen 250mg tablet
berkolol 10mg tablet	4373201000001119	263701000001104	berkolol 10mg tablet
berkozide 2.5mg tablet	4435801000001111	362601000001108	berkozide 2.5mg tablet
berlind 75 retard 75mg m/r capsule	12553101000001116	4137001000001109	berlind 75 retard 75mg m/r capsule
berocca effervescent tablet	13057201000001114	4339401000001100	berocca effervescent tablet
berotec 100 inhaler	4659101000001116	704401000001100	berotec 100 inhaler
beta-adalat capsule	4536301000001118	518301000001103	beta-adalat capsule
beta-cardone 40mg tablet	4526001000001119	502401000001107	beta-cardone 40mg tablet
beta-prograne 160mg m/r capsule	4583001000001119	589401000001104	beta-prograne 160mg m/r capsule
betacap scalp application	6294301000001117	2463601000001109	betacap scalp application
betadren 5mg tablet	5790301000001117	1926901000001100	betadren 5mg tablet
betadur cr 160mg m/r capsule	4630101000001114	659601000001100	betadur cr 160mg m/r capsule
betaferon 300micrograms injection (pdr for recon)+diluent	12538701000001114	2572101000001105	betaferon 300micrograms injection (pdr for recon)+diluent
betaferon 9.6 million iu injection (pdr for recon)+diluent	8431001000001119	2572101000001105	betaferon 9.6 million iu injection (pdr for recon)+diluent
betagan eye drops	10288401000001114	406101000001106	betagan eye drops
betahistine	107798301000001111	350631001	betahistine
betaloc 50mg tablet	4249701000001115	70901000001108	betaloc 50mg tablet
betamethasone	105028501000001111	29896003	betamethasone
betanidine	108275601000001115	350601007	betanidine
betaxolol	107795301000001118	349900007	betaxolol
bethanechol	107603001000001112	31690003	bethanechol
betim 10mg tablet	4710301000001112	785701000001105	betim 10mg tablet
betinex 1mg tablet	7211001000001115	3458401000001102	betinex 1mg tablet
betnelan 500mcg tablet	4572401000001110	572701000001105	betnelan 500mcg tablet
betnesol 0.1% eye/ear/nose drops	10297201000001110	125301000001109	betnesol 0.1% eye/ear/nose drops
betnesol 500mcg soluble tablet	4517901000001110	490901000001108	betnesol 500mcg soluble tablet
betnovate compound suppository	5958901000001117	2095701000001107	betnovate compound suppository
betnovate cream	10272101000001110	395601000001100	betnovate cream
betoptic 0.5% eye drops	10288501000001113	546101000001109	betoptic 0.5% eye drops
bettamousse 0.12% foam	11059901000001117	2792301000001104	bettamousse 0.12% foam
bexarotene	107657101000001114	116346006	bexarotene
bextasol 100micrograms inhaler	5804301000001114	1941001000001105	bextasol 100micrograms inhaler
bextra 10mg tablet	13057901000001116	4340201000001108	bextra 10mg tablet
bextra 20mg tablet	13058001000001119	4340301000001104	bextra 20mg tablet
bextra 40mg tablet	13136201000001117	4427301000001108	bextra 40mg tablet
bezafibrate	105031201000001117	319937007	bezafibrate
bezagen xl 400mg m/r tablet	7196401000001115	3441201000001109	bezagen xl 400mg m/r tablet
bezalip 200mg tablet	4664101000001113	712701000001103	bezalip 200mg tablet
bezalip-mono 400mg m/r tablet	4404401000001116	313701000001108	bezalip-mono 400mg m/r tablet
bi-carzem sr 60mg m/r capsule	7427501000001110	3699101000001109	bi-carzem sr 60mg m/r capsule
bicalutamide	107646101000001114	108766001	bicalutamide
bicillin injection (pdr for recon)	10319601000001114	366101000001100	bicillin injection (pdr for recon)
bifonazole	107663601000001117	136216003	bifonazole
bifonazole 1% cream	107662501000001112	134786007	bifonazole 1% cream
bimatoprost	107813601000001111	395300006	bimatoprost
binovum tablet	4207501000001113	1001000001105	binovum tablet
biogastrone 50mg tablet	5782401000001110	1918801000001102	biogastrone 50mg tablet
biophylline 350mg m/r tablet	5802501000001113	1939201000001102	biophylline 350mg m/r tablet
bioplex 1% mouthwash granules	10342501000001113	323701000001102	bioplex 1% mouthwash granules
bioral 2% oral gel	10350201000001112	681901000001102	bioral 2% oral gel
biorphen 25mg/5ml elixir	4469201000001117	414901000001103	biorphen 25mg/5ml elixir
biotene oralbalance oral gel	12619401000001113	2894201000001101	biotene oralbalance oral gel
bioxtra oral gel	12646201000001113	4181101000001108	bioxtra oral gel
biperiden	107618501000001110	65041000	biperiden
bipranix 5mg tablet	7691701000001119	3985801000001101	bipranix 5mg tablet
bisacodyl	107594801000001111	13565005	bisacodyl
bismodyne ointment	5784501000001115	1921101000001108	bismodyne ointment
bismuth subgallate 300mg suppository bp	7091501000001117	3322201000001108	bismuth subgallate 300mg suppository bp
bismuth subgallate compound suppository bp	49256801000001119	9720201000001105	bismuth subgallate compound suppository bp
bisolvon 8mg tablet	5807501000001111	1944201000001102	bisolvon 8mg tablet
bisoprolol	107640701000001112	108547003	bisoprolol
bisoprolol fumarate+hydrochlorothiazide 10mg/6.25mg tablet	4971001000001119	1096801000001106	bisoprolol fumarate+hydrochlorothiazide 10mg/6.25mg tablet
bj6 eye drops	10506401000001119	837501000001102	bj6 eye drops
blemix 100 tablet	6311701000001113	2486601000001104	blemix 100 tablet
blemix 50 tablet	4392101000001112	293001000001104	blemix 50 tablet
blocadren 10mg tablet	4436101000001110	363001000001105	blocadren 10mg tablet
bocosan mouthwash	10787901000001114	323101000001103	bocosan mouthwash
bolvidon 10mg tablet	4480501000001114	433401000001103	bolvidon 10mg tablet
bondronat 50mg tablet	13325201000001117	4454001000001100	bondronat 50mg tablet
bonefos 400mg capsule	4582201000001118	587801000001106	bonefos 400mg capsule
bonjela 8.7% oral gel	10787301000001113	751901000001104	bonjela 8.7% oral gel
bosentan	107809201000001113	385558007	bosentan
bradilan 250mg e/c tablet	4282401000001110	122501000001109	bradilan 250mg e/c tablet
bradosol lozenge	4629501000001110	658601000001105	bradosol lozenge
bran	108143001000001112	317451007	bran
brasivol no.1 paste	10352701000001117	688701000001105	brasivol no.1 paste
brasivol no.2 paste	10352801000001114	758601000001102	brasivol no.2 paste
brasivol no.3 paste	10501001000001116	1903801000001105	brasivol no.3 paste
bravit tablet	5867001000001115	2004001000001108	bravit tablet
brelomax 2mg tablet	4679301000001116	737401000001103	brelomax 2mg tablet
brevinor tablet	4664301000001110	713001000001105	brevinor tablet
brevoxyl 4% cream	11321301000001117	3625001000001101	brevoxyl 4% cream
brexidol 20mg tablet	7231301000001113	3479701000001101	brexidol 20mg tablet
bricanyl 250mcg inhaler	4730501000001110	816001000001104	bricanyl 250mcg inhaler
bricanyl 5mg tablet	4708701000001110	782501000001106	bricanyl 5mg tablet
bricanyl compound tablet	5803301000001112	1940001000001100	bricanyl compound tablet
bricanyl expectorant elixir	4772401000001114	867901000001101	bricanyl expectorant elixir
brimonidine tartrate	14827201000001110	3517211000001101	brimonidine tartrate
brinaldix k tablet	5787301000001117	1923901000001107	brinaldix k tablet
brinzolamide	107648301000001110	108836002	brinzolamide
britaject 20mg/2ml injection	4945501000001110	1062401000001106	britaject 20mg/2ml injection
